2019 Authorized Budget,,,,,Mar-17,,,,Apr-17,,,,May-17,,,,Jun-17,,,,Jul-17,,,,Aug-17,,,,Sep-17,,,,Oct-17,,,,Nov-17,,,,Dec-17,,,,Jan-18,,,,Feb-18,,,,Mar-18,,,,Apr-18,,,,May-18,,,,Jun-18,,,,Jul-18,,,,Aug-18,,,,Sep-18,,,,Oct-18,,,,Nov-18,,,,Dec-18,,,,Jan-19,,,,Feb-19,,,
Position #,Position Description,FTE Percent,Location,2019 Budgeted Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description,Filled FTE Percent,Current Salary,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary ,Employee #,Filled Position Description, Filled FTE Percent , Current Salary 
4570,COMM PARA, 1.00 ,FIRE," 34,955 ",1440,COMM PARA 1-16, 1.00 ,56692.48,1440,COMM PARA 1-16,1.00,56692.48,1440,COMM PARA 1-16,1.00,56692.48,1440,COMM PARA 1-16,1.00,56692.48,1440,COMM PARA 1-16,1,57826.34,1440,COMM PARA 1-16-PT,1,59673.64,1440,COMM PARA 1-16-PT,0.5,30799.29,1440,COMM PARA 1-16-PT,0.5,31696.29,1440,COMM PARA 1-16-PT,0.5,31696.29,1440,COMM PARA 1-16-PT,0.5,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,32013.28,1440,COMM PARA 1-16-PT, 0.50 ,33201.38,1440,COMM PARA 1-16-PT,0.5,33201.38,1440,COMM PARA 1-16-PT,0.5,33201.38,1440,COMM PARA 1-16-PT,0.5,33201.38,1440,COMM PARA 1-16-PT, 0.50 ,34280.48,1440,COMM PARA 1-16-PT, 0.50 ,34280.48,1440,COMM PARA 1-16-PT, 0.50 ,34280.48
4571,PLANNER 2, 1.00 ,COM DEV," 64,157 ", VACANT ,, -   ,0.00,VACANT,, -   ,0.00,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,11755,PLANNER 2,1,64394.46,11755,PLANNER 2,1,64394.46,11755,PLANNER 2,1,64394.46,11755,PLANNER 2, 1.00 ,66487.20,11755,PLANNER 2-18, 1.00 ,66487.20,11755,PLANNER 2-18, 1.00 ,66487.20
4573,PLANNER 2, 1.00 ,PLANNING," 74,976 ",5882,PLANNER 2, 1.00 ,62506.86,5882,PLANNER 2,1.00,62506.86,5882,PLANNER 2,1.00,62506.86,5882,PLANNER 2,1,62506.86,5882,PLANNER 2,1,63756.94,5882,PLANNER 2,1,63756.94,5882,PLANNER 2,1,63756.94,5882,PLANNER 2,1,63756.94,5882,PLANNER 2,1,63756.94,5882,PLANNER 2,1,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2, 1.00 ,67192.06,5882,PLANNER 2,1,67192.06,5882,PLANNER 2,1,67192.06,5882,PLANNER 2,1,67192.06,5882,PLANNER 2, 1.00 ,72494.76,5882,PLANNER 2-18, 1.00 ,72494.76,5882,PLANNER 2-18, 1.00 ,73944.78
4574,PW DEV MGR 2, 1.00 ,ENGINEERIN," 97,427 ",3264,PW DEV MGR 1-18, 1.00 ,83088.46,3264,PW DEV MGR 2,1.00,91243.10,3264,PW DEV MGR 2,1.00,91243.10,3264,PW DEV MGR 2,1,91243.10,3264,PW DEV MGR 2,1,93068.04,3264,PW DEV MGR 2,1,93068.04,3264,PW DEV MGR 2,1,93068.04,3264,PW DEV MGR 2,1,93068.04,3264,PW DEV MGR 2,1,93068.04,3264,PW DEV MGR 2,1,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2, 1.00 ,93998.58,3264,PW DEV MGR 2,1,93998.58,3264,PW DEV MGR 2,1,93998.58,3264,PW DEV MGR 2,1,93998.58,3264,PW DEV MGR 2, 1.00 ,97053.58,3264,PW DEV MGR 2-18, 1.00 ,97053.58,3264,PW DEV MGR 2-18, 1.00 ,97053.58
4575,IT SPEC 4, 1.00 ,INFO TECH," 88,720 ",4007,IT SPEC 3-18, 1.00 ,80736.76,4007,IT SPEC 3-18,1.00,80736.76,4007,IT SPEC 3-18,1.00,80736.76,4007,IT SPEC 3-18,1,80736.76,4007,IT SPEC 3-18,1,82351.62,4007,IT SPEC 3-18,1,82351.62,4007,IT SPEC 3-18,1,82351.62,4007,IT SPEC 3-18,1,82351.62,4007,IT SPEC 3-18,1,82351.62,4007,IT SPEC 3-18,1,83175.30,4007,IT SPEC 3-18, 1.00 ,85597.72,4007,IT SPEC 3-18, 1.00 ,85597.72,4007,IT SPEC 3-18, 1.00 ,85597.72,4007,IT SPEC 3-18, 1.00 ,85597.72,4007,IT SPEC 3-18, 1.00 ,85597.72,4007,IT SPEC 3-18, 1.00 ,85597.72,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,12596,IT SPEC 2-18, 1.00 ,63911.12,12596,IT SPEC 2-18, 1.00 ,63911.12,12596,IT SPEC 2-18, 1.00 ,63911.12
4576,IT SPEC 4, 1.00 ,INFO TECH," 93,750 ",3865,IT SPEC 4, 1.00 ,87799.92,3865,IT SPEC 4,1.00,87799.92,3865,IT SPEC 4,1.00,87799.92,3865,IT SPEC 4,1,87799.92,3865,IT SPEC 4,1,89555.96,3865,IT SPEC 4,1,89555.96,3865,IT SPEC 4,1,89555.96,3865,IT SPEC 4,1,89555.96,3865,IT SPEC 4,1,89555.96,3865,IT SPEC 4,1,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4, 1.00 ,90451.40,3865,IT SPEC 4,1,90451.40,3865,IT SPEC 4,1,90451.40,3865,IT SPEC 4,1,90451.40,3865,IT SPEC 4, 1.00 ,93391.22,3865,IT SPEC 4-18, 1.00 ,93391.22,3865,IT SPEC 4-18, 1.00 ,93391.22
4577,IT SPEC 4, 1.00 ,INFO TECH," 83,046 ", VACANT ,, -   ,0.00,VACANT,, -   ,0.00,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,10675,IT SPEC 3-18,1,72726.42,10675,IT SPEC 3-18,1,72726.42,10675,IT SPEC 3-18,1,72726.42,10675,IT SPEC 3-18,1,73453.64,10675,IT SPEC 3-18, 1.00 ,73453.64,10675,IT SPEC 3-18, 1.00 ,73453.64,10675,IT SPEC 3-18, 1.00 ,77105.08,10675,IT SPEC 3-18, 1.00 ,77105.08,VACANT,VACANT,VACANT,VACANT,3084,IT SPEC 3-18, 1.00 ,83175.30,3084,IT SPEC 3-18, 1.00 ,83175.30,3084,IT SPEC 3-18, 1.00 ,83175.30,3084,IT SPEC 3-18,1,83175.30,3084,IT SPEC 3-18,1,83175.30,3084,IT SPEC 3-18,1,83175.30,3084,IT SPEC 3-18, 1.00 ,85878.26,3084,IT SPEC 3-18, 1.00 ,85878.26,3084,IT SPEC 3-18, 1.00 ,85878.26
4578,DPCED ADMIN SERV MGR, 1.00 ,PCED," 87,695 ", VACANT ,, -   ,0.00,VACANT,, -   ,0.00,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,11692,DPCED ADMIN SERV MGR, 1.00 ,88677.94,11692,DPCED ADMIN SERV MGR,1,88677.94,11692,DPCED ADMIN SERV MGR,1,88677.94,11692,DPCED ADMIN SERV MGR,1,88677.94,11692,DPCED ADMIN SERV MGR, 1.00 ,91560.04,11692,DPCED ADMIN SERVS MGR-18, 1.00 ,91560.04,11692,DPCED ADMIN SERVS MGR-18, 1.00 ,91560.04
4579,PROGRAM ASST 1, 1.00 ,FINANCE," 57,700 ",4048,PROGRAM ASST 1, 1.00 ,52508.30,4048,PROGRAM ASST 1,1.00,52508.30,4048,PROGRAM ASST 1,1.00,52508.30,4048,PROGRAM ASST 1,1,52508.30,4048,PROGRAM ASST 1,1,55118.44,4048,PROGRAM ASST 1,1,55118.44,4048,PROGRAM ASST 1,1,55118.44,4048,PROGRAM ASST 1,1,55118.44,4048,PROGRAM ASST 1,1,55118.44,4048,PROGRAM ASST 1,1,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1, 1.00 ,55669.64,4048,PROGRAM ASST 1,1,55669.64,4048,PROGRAM ASST 1,1,55669.64,4048,PROGRAM ASST 1,1,55669.64,4048,PROGRAM ASST 1, 1.00 ,57478.98,4048,PROGRAM ASST 1-20, 1.00 ,57478.98,4048,PROGRAM ASST 1-20, 1.00 ,57478.98
4580,ACCOUNTANT 4, 1.00 ,FINANCE," 91,912 ",9557,ACCOUNTANT 4, 1.00 ,86078.46,9557,ACCOUNTANT 4,1.00,86078.46,9557,ACCOUNTANT 4,1.00,86078.46,9557,ACCOUNTANT 4,1,86078.46,9557,ACCOUNTANT 4,1,87799.92,9557,ACCOUNTANT 4,1,87799.92,9557,ACCOUNTANT 4,1,87799.92,9557,ACCOUNTANT 4,1,87799.92,9557,ACCOUNTANT 4,1,87799.92,9557,ACCOUNTANT 4,1,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4, 1.00 ,88677.94,9557,ACCOUNTANT 4,1,88677.94,9557,ACCOUNTANT 4,1,88677.94,9557,ACCOUNTANT 4,1,88677.94,9557,ACCOUNTANT 4, 1.00 ,91560.04,9557,ACCOUNTANT 4-18, 1.00 ,91560.04,9557,ACCOUNTANT 4-18, 1.00 ,91560.04
4581,PROG ASST 1, 1.00 ,LIBRARY," 52,255 ",9473,PROG ASST 1, 1.00 ,45148.74,9473,PROG ASST 1,1.00,45148.74,9473,PROG ASST 1,1.00,46303.40,9473,PROG ASST 1,1,46303.40,9473,PROG ASST 1,1,47229.52,9473,PROG ASST 1,1,47229.52,9473,PROG ASST 1,1,47229.52,9473,PROG ASST 1,1,47229.52,9473,PROG ASST 1,1,47229.52,9473,PROG ASST 1,1,47701.94,9473,PROG ASST 1, 1.00 ,47701.94,9473,PROG ASST 1, 1.00 ,47701.94,9473,PROG ASST 1, 1.00 ,47701.94,9473,PROG ASST 1, 1.00 ,47701.94,9473,PROG ASST 1, 1.00 ,49398.70,9473,PROG ASST 1, 1.00 ,49398.70,9473,PROG ASST 1, 1.00 ,49398.70,9473,PROG ASST 1, 1.00 ,49398.70,9473,PROG ASST 1,1,49398.70,9473,PROG ASST 1,1,49398.70,9473,PROG ASST 1,1,49398.70,9473,PROG ASST 1, 1.00 ,51004.20,9473,PROG ASST 1-32, 1.00 ,51004.20,9473,PROG ASST 1-32, 1.00 ,51004.20
4582,LIB PROG SUPV, 1.00 ,LIBRARY," 69,376 ", VACANT ,, -   ,0.00,2456,LIB PROG SUPV,1.00,86223.80,2456,LIB PROG SUPV,1.00,86223.80,2456,LIB PROG SUPV,1,86223.80,2456,LIB PROG SUPV,1,87948.38,2456,LIB PROG SUPV,1,87948.38,2456,LIB PROG SUPV,1,87948.38,2456,LIB PROG SUPV,1,87948.38,2456,LIB PROG SUPV,1,87948.38,2456,LIB PROG SUPV,1,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV, 1.00 ,88827.96,2456,LIB PROG SUPV,1,89635.52,2456,LIB PROG SUPV,1,89635.52,2456,LIB PROG SUPV,1,89635.52,2456,LIB PROG SUPV, 1.00 ,92548.56,2456,LIB PROG SUPV-18, 1.00 ,92548.56,2456,LIB PROG SUPV-18, 1.00 ,92548.56
4586,STR MACH OPR 3, 1.00 ,STREETS," 64,626 ",4156,SMO 3, 1.00 ,59433.40,4156,SMO 3,1.00,59978.88,4156,STR MACH OPR 3,1.00,59978.88,4156,STR MACH OPR 3,1,59978.88,4156,STR MACH OPR 3,1,61178.26,4156,STR MACH OPR 3,1,61178.26,4156,STR MACH OPR 3,1,61178.26,4156,STR MACH OPR 3,1,61178.26,4156,STR MACH OPR 3,1,61178.26,4156,STR MACH OPR 3,1,61790.04,4156,STR MACH OPR 3, 1.00 ,61790.04,4156,STR MACH OPR 3, 1.00 ,61790.04,4156,STR MACH OPR 3, 1.00 ,61790.04,4156,STR MACH OPR 3, 1.00 ,61790.04,4156,STR MACH OPR 3, 1.00 ,62351.64,4156,STR MACH OPR 3, 1.00 ,62351.64,4156,STR MACH OPR 3, 1.00 ,62351.64,4156,STR MACH OPR 3, 1.00 ,62351.64,4156,STR MACH OPR 3,1,62351.64,4156,STR MACH OPR 3,1,62351.64,4156,STR MACH OPR 3,1,62351.64,4156,STR MACH OPR 3, 1.00 ,64378.34,4156,SMO 3-15, 1.00 ,64378.34,4156,SMO 3-15, 1.00 ,64378.34
4587,STR MACH OPR 3, 1.00 ,STREETS," 62,879 ",2845,SMO 3, 1.00 ,57797.74,2845,SMO 3,1.00,57797.74,2845,STR MACH OPR 3,1.00,57797.74,2845,STR MACH OPR 3,1,57797.74,2845,STR MACH OPR 3,1,58953.70,2845,STR MACH OPR 3,1,58953.70,2845,STR MACH OPR 3,1,58953.70,2845,STR MACH OPR 3,1,58953.70,2845,STR MACH OPR 3,1,58953.70,2845,STR MACH OPR 3,1,59543.12,2845,STR MACH OPR 3, 1.00 ,59543.12,2845,STR MACH OPR 3, 1.00 ,59543.12,2845,STR MACH OPR 3, 1.00 ,59543.12,2845,STR MACH OPR 3, 1.00 ,59543.12,2845,STR MACH OPR 3, 1.00 ,60666.58,2845,STR MACH OPR 3, 1.00 ,60666.58,2845,STR MACH OPR 3, 1.00 ,60666.58,2845,STR MACH OPR 3, 1.00 ,60666.58,2845,STR MACH OPR 3,1,60666.58,2845,STR MACH OPR 3,1,60666.58,2845,STR MACH OPR 3,1,60666.58,2845,STR MACH OPR 3, 1.00 ,62638.42,2845,SMO 3-15, 1.00 ,62638.42,2845,SMO 3-15, 1.00 ,62638.42
4588,STR MACH OPR 3, 1.00 ,STREETS," 61,715 ",2548,SMO 3, 1.00 ,56161.82,2548,SMO 3,1.00,57797.74,2548,STR MACH OPR 3,1.00,57797.74,2548,STR MACH OPR 3,1,57797.74,2548,STR MACH OPR 3,1,58953.70,2548,STR MACH OPR 3,1,58953.70,2548,STR MACH OPR 3,1,58953.70,2548,STR MACH OPR 3,1,58953.70,2548,STR MACH OPR 3,1,58953.70,2548,STR MACH OPR 3,1,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3, 1.00 ,59543.12,2548,STR MACH OPR 3,1,59543.12,2548,STR MACH OPR 3,1,59543.12,2548,STR MACH OPR 3,1,59543.12,2548,STR MACH OPR 3, 1.00 ,61478.30,2548,SMO 3-15, 1.00 ,61478.30,2548,SMO 3-15, 1.00 ,61478.30
4589,OPERATING MAINT WKR, 1.00 ,STREETS," 64,626 ",1727,OPERATING MAIN WKR, 1.00 ,59978.88,1727,OPERATING MAIN WKR,1.00,60524.10,1727,OPERATING MAINT WKR,1.00,60524.10,1727,OPERATING MAINT WKR,1,60524.10,1727,OPERATING MAINT WKR,1,61734.40,1727,OPERATING MAINT WKR,1,61734.40,1727,OPERATING MAINT WKR,1,61734.40,1727,OPERATING MAINT WKR,1,61734.40,1727,OPERATING MAINT WKR,1,61734.40,1727,OPERATING MAINT WKR,1,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR, 1.00 ,62351.64,1727,OPERATING MAINT WKR,1,62351.64,1727,OPERATING MAINT WKR,1,62351.64,1727,OPERATING MAINT WKR,1,62351.64,1727,OPERATING MAINT WKR, 1.00 ,64378.34,1727,OPERATING MAINT WKR-15, 1.00 ,64378.34,1727,OPERATING MAINT WKR-15, 1.00 ,64378.34
4590,TENANT SVS AIDE, 1.00 ,CDA HOUSIN," 54,106 ",7953,TENANT SVS AIDE, 1.00 ,46665.06,7953,TENANT SVS AIDE,1.00,48267.96,7953,TENANT SVS AIDE,1.00,48267.96,7953,TENANT SVS AIDE,1,48267.96,7953,TENANT SVS AIDE,1,49233.34,7953,TENANT SVS AIDE,1,49233.34,7953,TENANT SVS AIDE,1,49233.34,7953,TENANT SVS AIDE,1,49233.34,7953,TENANT SVS AIDE,1,49233.34,7953,TENANT SVS AIDE,1,49725.78,7953,TENANT SVS AIDE, 1.00 ,49725.78,7953,TENANT SVS AIDE, 1.00 ,49725.78,7953,TENANT SVS AIDE, 1.00 ,49725.78,7953,TENANT SVS AIDE, 1.00 ,49725.78,7953,TENANT SVS AIDE, 1.00 ,51121.20,7953,TENANT SVS AIDE, 1.00 ,51121.20,7953,TENANT SVS AIDE, 1.00 ,51121.20,7953,TENANT SVS AIDE, 1.00 ,51121.20,7953,TENANT SVS AIDE,1,51121.20,7953,TENANT SVS AIDE,1,51121.20,7953,TENANT SVS AIDE,1,51121.20,7953,TENANT SVS AIDE, 1.00 ,52782.60,7953,TENANT SVS AIDE-20, 1.00 ,52782.60,7953,TENANT SVS AIDE-20, 1.00 ,52782.60
4591,TENANT SVS AIDE, 1.00 ,CDA HOUSIN," 51,539 ",8418,TENANT SVS AIDE, 1.00 ,48267.96,8418,TENANT SVS AIDE,1.00,48267.96,8418,TENANT SVS AIDE,1.00,48267.96,8418,TENANT SVS AIDE,1,48267.96,8418,TENANT SVS AIDE,1,49233.34,8418,TENANT SVS AIDE,1,49233.34,8418,TENANT SVS AIDE,1,49233.34,8418,TENANT SVS AIDE,1,49233.34,8418,TENANT SVS AIDE,1,49233.34,8418,TENANT SVS AIDE,1,49725.78,8418,TENANT SVS AIDE, 1.00 ,49725.78,8418,TENANT SVS AIDE, 1.00 ,51121.20,8418,TENANT SVS AIDE, 1.00 ,51121.20,8418,TENANT SVS AIDE, 1.00 ,51121.20,8418,TENANT SVS AIDE, 1.00 ,51121.20,8418,TENANT SVS AIDE, 1.00 ,51121.20,8418,TENANT SVS AIDE, 1.00 ,51121.20,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,11754,TENANT SVS AIDE,1,48074.52,11754,TENANT SVS AIDE,1,48074.52,11754,TENANT SVS AIDE, 1.00 ,49636.86,11754,TENANT SVS AIDE-20, 1.00 ,49636.86,11754,TENANT SVS AIDE-20, 1.00 ,49636.86
4592,STR SEWER MACH OPR 1, 1.00 ,ENGINEERIN," 54,415 ",7580,SSMW 1-15, 1.00 ,42451.50,7580,SSMO 1,1.00,43891.12,7580,STR SEWER MACH OPR 1,1.00,43891.12,1646,STR SEWER MACH OPR 1,1,51156.82,1646,STR SEWER MACH OPR 1,1,52179.92,1646,STR SEWER MACH OPR 1,1,52179.92,1646,STR SEWER MACH OPR 1,1,52179.92,1646,STR SEWER MACH OPR 1,1,52179.92,1646,STR SEWER MACH OPR 1,1,52179.92,1646,STR SEWER MACH OPR 1,1,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,52701.74,1646,STR SEWER MACH OPR 1,1,52701.74,1646,STR SEWER MACH OPR 1,1,52701.74,1646,STR SEWER MACH OPR 1,1,52701.74,1646,STR SEWER MACH OPR 1, 1.00 ,54414.62,1646,SSMO 1-15, 1.00 ,54414.62,1646,SSMO 1-15, 1.00 ,54414.62
4593,STR SEWER MACH OPR 1, 1.00 ,ENGINEERIN," 40,830 ",8814,SSMW 1-15, 1.00 ,42451.50,8814,SSMO 1,1.00,43891.12,8814,STR SEWER MACH OPR 1,1.00,43891.12,8814,STR SEWER MACH OPR 1,1,43891.12,8814,STR SEWER MACH OPR 1,1,44768.88,8814,STR SEWER MACH OPR 1,1,44768.88,8814,STR SEWER MACH OPR 1,1,44768.88,8814,STR SEWER MACH OPR 1,1,44768.88,8814,STR SEWER MACH OPR 1,1,46726.68,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,VACANT,11358,SSMW 1-15, 1.00 ,39392.86,11358,SSMW 1-15, 1.00 ,39392.86,11358,SSMW 1-15, 1.00 ,39392.86,11358,SSMW 1-15, 1.00 ,39392.86,11358,SSMW 1-15,1,39392.86,11358,SSMW 1-15,1,39392.86,11358,SSMW 1-15,1,43733.56,11358,SSMW 1-15, 1.00 ,45154.98,11358,SSMW 1-15, 1.00 ,45154.98,11358,SSMW 1-15, 1.00 ,45154.98
4594,STR SEWER MACH OPR 1, 1.00 ,ENGINEERIN," 51,168 ",5186,SSMW 1-15, 1.00 ,42451.50,5186,SSMO 1,1.00,43891.12,5186,STR SEWER MACH OPR 1,1.00,43891.12,5186,STR SEWER MACH OPR 1,1,43891.12,5186,STR SEWER MACH OPR 1,1,44768.88,5186,STR SEWER MACH OPR 1,1,44768.88,5186,STR SEWER MACH OPR 1,1,44768.88,5186,STR SEWER MACH OPR 1,1,44768.88,5186,STR SEWER MACH OPR 1,1,46726.68,5186,STR SEWER MACH OPR 1,1,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1, 1.00 ,47193.90,5186,STR SEWER MACH OPR 1,1,47193.90,5186,STR SEWER MACH OPR 1,1,48841.52,5186,STR SEWER MACH OPR 1,1,51166.70,5186,STR SEWER MACH OPR 1, 1.00 ,52829.66,5186,SSMO 1-15, 1.00 ,52829.66,5186,SSMO 1-15, 1.00 ,52829.66
